"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test get_actual_worker_counts with only prefill component","0","test_get_actual_worker_counts_prefill_only","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"","1","test_none_config_dry_run_writes_empty_yaml_and_returns_true","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestWriteFinalOutput","test_helpers_profile_sla","",""
"When no modelCache, PVC keys are absent from generator params.","1","test_without_pvc_has_no_pvc_overrides","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunNaiveFallback","test_helpers_rapid","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","98765","test_serve_deployment[agg-request-plane-tcp]","tests.serve","2026-04-06","passed","2026-04-06","","test_vllm","",""
"Test that invalid inputs raise ValueError.","1","test_decode_invalid_inputs[raw-bytes]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Case 2c: e2eLatency SLA instead of ttft/itl.","20247","test_e2e_latency_sla","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestRapidSupported","test_profile_sla_dgdr","",""
"","1","test_region_treats_model_weights_as_weights","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_sglang_memory_saver","",""
"","89","test_unsupported_args_get_pruned_for_autodeploy[engine_args9-False]","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"","0","test_unknown_type_returns_none","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestOutputFormatter","test_output_formatter","",""
"","1","test_base_requires_ref_audio","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"Test basic decode replica calculation.","1","test_decode_replica_calculation_basic","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestReplicaCalculation","test_replica_calculation","",""
"Test that --endpoint overrides default namespace/component/endpoint.","4","test_endpoint_overrides_defaults","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","0","test_disagg_health_check_payload_includes_bootstrap_info","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"Test that num_inference_steps defaults to 50.","3","test_generate_with_default_num_inference_steps","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","59","test_disagg_scale_up","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_sla_planner_scaling","",""
"","1","test_instructions_length_enforced","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"","1","test_add_component_with_no_replicas_specified","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Test wait_for_graph_deployment_ready when deployment has no conditions","202","test_wait_for_graph_deployment_no_conditions","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test that environment variables in paths are expanded by Python code.","1","test_custom_jinja_template_env_var_expansion","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"All-cache-hit path should not call encoder at all.","50","test_encode_with_cache_all_hit_no_remote_call","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_multimodal_embedding_cache","",""
"Test all None uses config default.","0","test_compute_num_frames_defaults","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"Test that environment variables in paths are expanded by Python code.","4","test_custom_jinja_template_env_var_expansion","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"default picking mode does not forward load-match kwargs.","1","test_default_mode_passes_no_load_kwargs","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunDefaultSim","test_helpers_rapid","",""
"Verify correct timestamp for step_size={step_size}.","2","test_next_timestamp_is_one_step_ahead[120]","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorMultipleStepSizes","test_load_predictors","",""
"","0","test_empty_list_passthrough","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"Regression: everything arrives in a single CompletionOutput.

    The closing </think>, the full <tool_call>…</tool_call>, and
    finish_reason=""stop"" are all packed into one chunk.  This exercises
    the terminal single-chunk buffer-drain path in the post-processor.
    ","3","test_stream_terminal_single_chunk","tests.frontend","2026-04-06","passed","2026-04-06","","test_prepost","",""
"Thorough + auto backend should raise ValueError.","4","test_thorough_auto_backend_rejected","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestGateChecks","test_profile_sla_dgdr","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","265739","test_deployment[trtllm-agg]","tests.deploy","2026-04-06","passed","2026-04-06","","test_deploy","",""
"","1","test_extract_multimodal_data_rejects_requests_when_disabled","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_video_handler","",""
"","0","test_prefill_grid_dedup","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestBenchmarkGrid","test_vllm_unit","",""
"","0","test_rejects_multicast","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"EngineInputs uses CHAT_COMPLETION, fps=0, and None optionals by default.","0","test_defaults","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestEngineInputs","test_omni_handler","",""
"Test get_actual_worker_counts with only decode component","0","test_get_actual_worker_counts_decode_only","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"For repeated same 3-image request: low first overlap, then increase, then stable.","13605","test_trtllm_mm_overlap_repeated_three_images","tests.mm_router","2026-04-06","passed","2026-04-06","","test_mm_router_e2e","",""
"Test that GPU budget constraints are properly applied.","2","test_gpu_budget_constraint","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestReplicaCalculation","test_replica_calculation","",""
"run_profile passes the concrete resolved backend (not 'auto') to
        run_interpolation when the picked config is disaggregated.","6","test_run_profile_calls_interpolation_with_resolved_backend_for_disagg","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunProfileSkipsInterpolationForAggConfig","test_helpers_profile_sla","",""
"Test that TEXT returns False for is_diffusion.","0","test_is_diffusion_false_for_text","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestModality","test_trtllm_video_diffusion","",""
"","1","test_non_tts_model","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestIsTtsModel","test_audio_handler","",""
"Test that __str__ includes key fields.","1","test_str_representation","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestDiffusionConfig","test_trtllm_video_diffusion","",""
"","1","test_raises_on_unsupported_backends[foo]","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Test that invalid inputs raise ValueError.","1","test_decode_invalid_inputs[bad-base64]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Test that MULTIMODAL returns True for is_llm.","1","test_is_llm_true_for_multimodal","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestModality","test_trtllm_video_diffusion","",""
"Test _get_average_metric with one valid container and one that fails validation","0","test_get_average_metric_with_validation_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_prometheus","",""
"Case 9a: SGLang thorough sweep with DSR1 overrides.","2798","test_9a_sglang_overrides","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestThoroughMockedOverrides","test_profile_sla_dgdr","",""
"With encode client but no images -> returns empty dict.","0","test_no_images_returns_empty","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestLoadMultimodalData","test_vllm_worker_handler","",""
"","0","test_missing_field_noop","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"","1","test_agg_worker[DisaggregationMode.ENCODE]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"THOROUGH + concrete backend is fine.","0","test_thorough_concrete_backend_passes","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidDgdrSpec","test_helpers_profile_sla","",""
"Test wait_for_graph_deployment_ready when deployment becomes ready","101","test_wait_for_graph_deployment_ready_success","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Valid parser name works when using Dynamo's tokenizer.","126","test_tool_call_parser_valid_with_dynamo_tokenizer","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"","0","test_error_chunk_format","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestErrorChunk","test_output_formatter","",""
"Case 2d: both concurrency and requestRate should fail profiler validation.","3","test_both_concurrency_and_rate_rejected","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestRapidSupported","test_profile_sla_dgdr","",""
"--disagg-config and --disagg-config-key must be provided together.","5","test_disagg_config_requires_disagg_config_key","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"","0","test_multiple_images","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestDiffusionFormatterPrepareImages","test_output_formatter","",""
"getaddrinfo returns 127.0.0.1, UDP returns 10.0.0.5 → returns 10.0.0.5.","0","test_hostname_loopback_falls_through_to_udp","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestGetHostIp","test_vllm_unit","",""
"No k8s_deploy.yaml in artifacts → dgd_config is None.","1","test_empty_artifacts_yields_none_dgd_config","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunNaiveFallback","test_helpers_rapid","",""
"","3","test_raises_for_image_url[extra_args_messages]","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestMultimodalGuard","test_trtllm_handler_base","",""
"","0","test_decode_worker[DisaggregationMode.AGGREGATED]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
